date,sensor_number,number_of_calls,normal?
2022-10-31,15,240,1
2022-11-01,15,239,1
2022-11-02,15,240,1
2022-11-03,15,240,1
2022-11-04,15,240,1
2022-11-05,15,240,1
2022-11-06,15,239,1
2022-11-07,15,238,1
2022-11-08,15,239,1
2022-11-09,15,240,1
2022-11-10,15,240,1
2022-11-11,15,238,1
2022-11-12,15,240,1
2022-11-13,15,239,1
2022-11-14,15,239,1
2022-11-15,15,240,1
2022-11-16,15,240,1
2022-11-17,15,237,1
2022-11-18,15,240,1
2022-11-19,15,240,1
2022-11-20,15,239,1
2022-11-21,15,240,1
2022-11-22,15,237,1
2022-11-23,15,233,1
2022-11-24,15,240,1
2022-11-25,15,240,1
2022-11-26,15,240,1
2022-11-27,15,239,1
2022-11-28,15,239,1
2022-11-29,15,239,1
2022-11-30,15,197,0
2022-12-01,15,238,1
2022-12-02,15,239,1
2022-12-03,15,240,1
2022-12-04,15,239,1
2022-12-05,15,240,1
2022-12-06,15,240,1
2022-12-07,15,240,1
2022-12-08,15,226,0
2022-12-09,15,232,1
2022-12-10,15,237,1
2022-12-11,15,215,0
2022-12-12,15,236,1
2022-12-13,15,240,1
2022-12-14,15,240,1
2022-12-15,15,239,1
2022-12-16,15,239,1
2022-12-17,15,239,1
2022-12-18,15,239,1
2022-12-19,15,233,1
2022-12-20,15,236,1
2022-12-21,15,230,0
2022-12-22,15,239,1
2022-12-23,15,239,1
2022-12-24,15,239,1
2022-12-25,15,240,1
2022-12-26,15,239,1
2022-12-27,15,240,1
2022-12-28,15,239,1
2022-12-29,15,240,1
2022-12-30,15,239,1
2022-12-31,15,240,1
2023-01-01,15,240,1
2023-01-02,15,240,1
2023-01-03,15,240,1
2023-01-04,15,239,1
2023-01-05,15,240,1
2023-01-06,15,240,1
2023-01-07,15,239,1
2023-01-08,15,240,1
2023-01-09,15,239,1
2023-01-10,15,210,0
2023-01-11,15,238,1
2023-01-12,15,239,1
2023-01-13,15,239,1
2023-01-14,15,240,1
2023-01-15,15,240,1
2023-01-16,15,239,1
2023-01-17,15,240,1
2023-01-18,15,240,1
2023-01-19,15,238,1
2023-01-20,15,236,1
2023-01-21,15,200,0
2023-01-22,15,0,0
2023-01-23,15,0,0
2023-01-24,15,0,0
2023-01-25,15,0,0
2023-01-26,15,0,0
2023-01-27,15,0,0
2023-01-28,15,0,0
2023-01-29,15,0,0
2023-01-30,15,0,0
2023-01-31,15,0,0
2023-02-01,15,0,0
2023-02-02,15,0,0
2023-02-03,15,0,0
2023-02-04,15,0,0
2023-02-05,15,0,0
2023-02-06,15,0,0
2023-02-07,15,0,0
2023-02-08,15,0,0
2023-02-09,15,0,0
2023-02-10,15,0,0
2023-02-11,15,0,0
2023-02-12,15,0,0
2023-02-13,15,0,0
2023-02-14,15,0,0
2023-02-15,15,0,0
2023-02-16,15,0,0
2023-02-17,15,0,0
2023-02-18,15,0,0
2023-02-19,15,0,0
2023-02-20,15,0,0
2023-02-21,15,0,0
2023-02-22,15,0,0
2023-02-23,15,0,0
2023-02-24,15,0,0
2023-02-25,15,0,0
2023-02-26,15,0,0
2023-02-27,15,0,0
2023-02-28,15,0,0
2023-03-01,15,0,0
2023-03-02,15,0,0
2023-03-03,15,0,0
2023-03-04,15,0,0
2023-03-05,15,0,0
2023-03-06,15,0,0
2023-03-07,15,0,0
2023-03-08,15,0,0
2023-03-09,15,0,0
2023-03-10,15,0,0
2023-03-11,15,0,0
2023-03-12,15,0,0
2023-03-13,15,0,0
2023-03-14,15,0,0
2023-03-15,15,0,0
2023-03-16,15,0,0
2023-03-17,15,0,0
2023-03-18,15,0,0
2023-03-19,15,0,0
2023-03-20,15,0,0
2023-03-21,15,0,0
2023-03-22,15,0,0
2023-03-23,15,0,0
2023-03-24,15,0,0
2023-03-25,15,0,0
2023-03-26,15,0,0
2023-03-27,15,0,0
2023-03-28,15,0,0
2023-03-29,15,0,0
2023-03-30,15,0,0
2023-03-31,15,0,0
2023-04-01,15,0,0
2023-04-02,15,0,0
2023-04-03,15,0,0
2023-04-04,15,0,0
2023-04-05,15,0,0
2023-04-06,15,0,0
2023-04-07,15,0,0
2023-04-08,15,0,0
2023-04-09,15,0,0
2023-04-10,15,0,0
2023-04-11,15,0,0
2023-04-12,15,0,0
2023-04-13,15,0,0
2023-04-14,15,0,0
2023-04-15,15,0,0
2023-04-16,15,0,0
2023-04-17,15,0,0
2023-04-18,15,0,0
2023-04-19,15,0,0
2023-04-20,15,0,0
2023-04-21,15,0,0
2023-04-22,15,0,0
2023-04-23,15,0,0
2023-04-24,15,0,0
2023-04-25,15,0,0
2023-04-26,15,0,0
2023-04-27,15,0,0
2023-04-28,15,0,0
2023-04-29,15,0,0
2023-04-30,15,0,0
2023-05-01,15,0,0
2023-05-02,15,0,0
2023-05-03,15,0,0
2023-05-04,15,0,0
2023-05-05,15,0,0
2023-05-06,15,0,0
2023-05-07,15,0,0
2023-05-08,15,0,0
2023-05-09,15,0,0
2023-05-10,15,0,0
2023-05-11,15,0,0
2023-05-12,15,0,0
2023-05-13,15,0,0
2023-05-14,15,0,0
2023-05-15,15,0,0
2023-05-16,15,0,0
2023-05-17,15,0,0
2023-05-18,15,0,0
2023-05-19,15,0,0
2023-05-20,15,0,0
2023-05-21,15,0,0
2023-05-22,15,0,0
2023-05-23,15,0,0
2023-05-24,15,0,0
2023-05-25,15,0,0
2023-05-26,15,0,0
2023-05-27,15,0,0
2023-05-28,15,0,0
2023-05-29,15,0,0
2023-05-30,15,0,0
2023-05-31,15,0,0
2023-06-01,15,0,0
2023-06-02,15,0,0
2023-06-03,15,0,0
2023-06-04,15,0,0
2023-06-05,15,0,0
2023-06-06,15,0,0
2023-06-07,15,0,0
2023-06-08,15,0,0
2023-06-09,15,0,0
2023-06-10,15,0,0
2023-06-11,15,0,0
2023-06-12,15,0,0
2023-06-13,15,0,0
2023-06-14,15,0,0
2023-06-15,15,0,0
2023-06-15,15,0,0
2022-08-10,2,0,0
2022-08-11,2,0,0
2022-08-12,2,0,0
2022-08-13,2,0,0
2022-08-14,2,0,0
2022-08-15,2,0,0
2022-08-16,2,0,0
2022-08-17,2,0,0
2022-08-18,2,0,0
2022-08-19,2,0,0
2022-08-20,2,0,0
2022-08-21,2,0,0
2022-08-22,2,0,0
2022-08-23,2,0,0
2022-08-24,2,0,0
2022-08-25,2,0,0
2022-08-26,2,0,0
2022-08-27,2,0,0
2022-08-28,2,0,0
2022-08-29,2,0,0
2022-08-30,2,0,0
2022-08-31,2,0,0
2022-09-01,2,0,0
2022-09-02,2,0,0
2022-09-03,2,0,0
2022-09-04,2,0,0
2022-09-05,2,0,0
2022-09-06,2,0,0
2022-09-07,2,0,0
2022-09-08,2,0,0
2022-09-09,2,0,0
2022-09-10,2,0,0
2022-09-11,2,0,0
2022-09-12,2,0,0
2022-09-13,2,0,0
2022-09-14,2,0,0
2022-09-15,2,0,0
2022-09-16,2,0,0
2022-09-17,2,0,0
2022-09-18,2,0,0
2022-09-19,2,0,0
2022-09-20,2,0,0
2022-09-21,2,0,0
2022-09-22,2,0,0
2022-09-23,2,0,0
2022-09-24,2,0,0
2022-09-25,2,0,0
2022-09-26,2,0,0
2022-09-27,2,0,0
2022-09-28,2,0,0
2022-09-29,2,0,0
2022-09-30,2,0,0
2022-10-01,2,0,0
2022-10-02,2,0,0
2022-10-03,2,0,0
2022-10-04,2,0,0
2022-10-05,2,0,0
2022-10-06,2,0,0
2022-10-07,2,0,0
2022-10-08,2,0,0
2022-10-09,2,0,0
2022-10-10,2,0,0
2022-10-11,2,0,0
2022-10-12,2,0,0
2022-10-13,2,0,0
2022-10-14,2,0,0
2022-10-15,2,0,0
2022-10-16,2,0,0
2022-10-17,2,0,0
2022-10-18,2,0,0
2022-10-19,2,0,0
2022-10-20,2,0,0
2022-10-21,2,0,0
2022-10-22,2,0,0
2022-10-23,2,0,0
2022-10-24,2,0,0
2022-10-25,2,0,0
2022-10-26,2,0,0
2022-10-27,2,0,0
2022-10-28,2,0,0
2022-10-29,2,0,0
2022-10-30,2,0,0
2022-10-31,2,0,0
2022-11-01,2,0,0
2022-11-02,2,0,0
2022-11-03,2,0,0
2022-11-04,2,78,0
2022-11-05,2,240,1
2022-11-06,2,238,1
2022-11-07,2,240,1
2022-11-08,2,239,1
2022-11-09,2,238,1
2022-11-10,2,239,1
2022-11-11,2,240,1
2022-11-12,2,240,1
2022-11-13,2,240,1
2022-11-14,2,240,1
2022-11-15,2,240,1
2022-11-16,2,240,1
2022-11-17,2,237,1
2022-11-18,2,240,1
2022-11-19,2,240,1
2022-11-20,2,240,1
2022-11-21,2,240,1
2022-11-22,2,234,1
2022-11-23,2,234,1
2022-11-24,2,240,1
2022-11-25,2,240,1
2022-11-26,2,240,1
2022-11-27,2,240,1
2022-11-28,2,238,1
2022-11-29,2,240,1
2022-11-30,2,238,1
2022-12-01,2,240,1
2022-12-02,2,230,0
2022-12-03,2,212,0
2022-12-04,2,240,1
2022-12-05,2,240,1
2022-12-06,2,240,1
2022-12-07,2,240,1
2022-12-08,2,222,0
2022-12-09,2,233,1
2022-12-10,2,228,0
2022-12-11,2,225,0
2022-12-12,2,236,1
2022-12-13,2,240,1
2022-12-14,2,240,1
2022-12-15,2,237,1
2022-12-16,2,127,0
2022-12-17,2,240,1
2022-12-18,2,240,1
2022-12-19,2,235,1
2022-12-20,2,232,1
2022-12-21,2,220,0
2022-12-22,2,240,1
2022-12-23,2,240,1
2022-12-24,2,240,1
2022-12-25,2,240,1
2022-12-26,2,240,1
2022-12-27,2,240,1
2022-12-28,2,240,1
2022-12-29,2,240,1
2022-12-30,2,240,1
2022-12-31,2,239,1
2023-01-01,2,240,1
2023-01-02,2,240,1
2023-01-03,2,239,1
2023-01-04,2,239,1
2023-01-05,2,237,1
2023-01-06,2,240,1
2023-01-07,2,240,1
2023-01-08,2,240,1
2023-01-09,2,233,1
2023-01-10,2,213,0
2023-01-11,2,237,1
2023-01-12,2,239,1
2023-01-13,2,239,1
2023-01-14,2,239,1
2023-01-15,2,231,1
2023-01-16,2,237,1
2023-01-17,2,230,0
2023-01-18,2,240,1
2023-01-19,2,239,1
2023-01-20,2,231,1
2023-01-21,2,203,0
2023-01-22,2,221,0
2023-01-23,2,240,1
2023-01-24,2,239,1
2023-01-25,2,240,1
2023-01-26,2,239,1
2023-01-27,2,240,1
2023-01-28,2,240,1
2023-01-29,2,240,1
2023-01-30,2,240,1
2023-01-31,2,239,1
2023-02-01,2,239,1
2023-02-02,2,240,1
2023-02-03,2,240,1
2023-02-04,2,240,1
2023-02-05,2,240,1
2023-02-06,2,150,0
2023-02-07,2,239,1
2023-02-08,2,240,1
2023-02-09,2,240,1
2023-02-10,2,240,1
2023-02-11,2,240,1
2023-02-12,2,238,1
2023-02-13,2,240,1
2023-02-14,2,240,1
2023-02-15,2,240,1
2023-02-16,2,240,1
2023-02-17,2,240,1
2023-02-18,2,240,1
2023-02-19,2,240,1
2023-02-20,2,240,1
2023-02-21,2,240,1
2023-02-22,2,239,1
2023-02-23,2,240,1
2023-02-24,2,240,1
2023-02-25,2,240,1
2023-02-26,2,237,1
2023-02-27,2,240,1
2023-02-28,2,240,1
2023-03-01,2,232,1
2023-03-02,2,240,1
2023-03-03,2,240,1
2023-03-04,2,240,1
2023-03-05,2,240,1
2023-03-06,2,239,1
2023-03-07,2,240,1
2023-03-08,2,240,1
2023-03-09,2,107,0
2023-03-10,2,240,1
2023-03-11,2,240,1
2023-03-12,2,155,0
2023-03-13,2,227,0
2023-03-14,2,240,1
2023-03-15,2,240,1
2023-03-16,2,240,1
2023-03-17,2,239,1
2023-03-18,2,240,1
2023-03-19,2,238,1
2023-03-20,2,240,1
2023-03-21,2,236,1
2023-03-22,2,240,1
2023-03-23,2,240,1
2023-03-24,2,240,1
2023-03-25,2,240,1
2023-03-26,2,240,1
2023-03-27,2,240,1
2023-03-28,2,240,1
2023-03-29,2,240,1
2023-03-30,2,240,1
2023-03-31,2,239,1
2023-04-01,2,240,1
2023-04-02,2,240,1
2023-04-03,2,213,0
2023-04-04,2,240,1
2023-04-05,2,227,0
2023-04-06,2,240,1
2023-04-07,2,240,1
2023-04-08,2,237,1
2023-04-09,2,240,1
2023-04-10,2,240,1
2023-04-11,2,240,1
2023-04-12,2,239,1
2023-04-13,2,240,1
2023-04-14,2,227,0
2023-04-15,2,240,1
2023-04-16,2,240,1
2023-04-17,2,240,1
2023-04-18,2,226,0
2023-04-19,2,240,1
2023-04-20,2,222,0
2023-04-21,2,204,0
2023-04-22,2,240,1
2023-04-23,2,240,1
2023-04-24,2,222,0
2023-04-25,2,237,1
2023-04-26,2,234,1
2023-04-27,2,226,0
2023-04-28,2,237,1
2023-04-29,2,239,1
2023-04-30,2,240,1
2023-05-01,2,240,1
2023-05-02,2,240,1
2023-05-03,2,240,1
2023-05-04,2,239,1
2023-05-05,2,239,1
2023-05-06,2,240,1
2023-05-07,2,240,1
2023-05-08,2,237,1
2023-05-09,2,240,1
2023-05-10,2,240,1
2023-05-11,2,240,1
2023-05-12,2,239,1
2023-05-13,2,233,1
2023-05-14,2,240,1
2023-05-15,2,239,1
2023-05-16,2,240,1
2023-05-17,2,240,1
2023-05-18,2,240,1
2023-05-19,2,240,1
2023-05-20,2,240,1
2023-05-21,2,240,1
2023-05-22,2,239,1
2023-05-23,2,240,1
2023-05-24,2,240,1
2023-05-25,2,238,1
2023-05-26,2,240,1
2023-05-27,2,239,1
2023-05-28,2,240,1
2023-05-29,2,239,1
2023-05-30,2,240,1
2023-05-31,2,240,1
2023-06-01,2,240,1
2023-06-02,2,239,1
2023-06-03,2,240,1
2023-06-04,2,235,1
2023-06-05,2,240,1
2023-06-06,2,240,1
2023-06-07,2,239,1
2023-06-08,2,205,0
2023-06-09,2,187,0
2023-06-10,2,171,0
2023-06-11,2,193,0
2023-06-12,2,237,1
2023-06-13,2,225,0
2023-06-14,2,201,0
2023-06-15,2,179,0
2023-06-15,2,143,0
2022-08-10,5,0,0
2022-08-11,5,0,0
2022-08-12,5,0,0
2022-08-13,5,0,0
2022-08-14,5,0,0
2022-08-15,5,0,0
2022-08-16,5,0,0
2022-08-17,5,0,0
2022-08-18,5,0,0
2022-08-19,5,0,0
2022-08-20,5,0,0
2022-08-21,5,0,0
2022-08-22,5,0,0
2022-08-23,5,0,0
2022-08-24,5,0,0
2022-08-25,5,0,0
2022-08-26,5,0,0
2022-08-27,5,0,0
2022-08-28,5,57,0
2022-08-29,5,240,1
2022-08-30,5,240,1
2022-08-31,5,240,1
2022-09-01,5,240,1
2022-09-02,5,240,1
2022-09-03,5,240,1
2022-09-04,5,240,1
2022-09-05,5,240,1
2022-09-06,5,240,1
2022-09-07,5,240,1
2022-09-08,5,240,1
2022-09-09,5,240,1
2022-09-10,5,240,1
2022-09-11,5,240,1
2022-09-12,5,240,1
2022-09-13,5,240,1
2022-09-14,5,238,1
2022-09-15,5,240,1
2022-09-16,5,240,1
2022-09-17,5,240,1
2022-09-18,5,240,1
2022-09-19,5,240,1
2022-09-20,5,239,1
2022-09-21,5,240,1
2022-09-22,5,239,1
2022-09-23,5,240,1
2022-09-24,5,239,1
2022-09-25,5,240,1
2022-09-26,5,240,1
2022-09-27,5,240,1
2022-09-28,5,240,1
2022-09-29,5,240,1
2022-09-30,5,240,1
2022-10-01,5,240,1
2022-10-02,5,239,1
2022-10-03,5,240,1
2022-10-04,5,240,1
2022-10-05,5,240,1
2022-10-06,5,240,1
2022-10-07,5,240,1
2022-10-08,5,240,1
2022-10-09,5,240,1
2022-10-10,5,240,1
2022-10-11,5,240,1
2022-10-12,5,240,1
2022-10-13,5,240,1
2022-10-14,5,240,1
2022-10-15,5,240,1
2022-10-16,5,240,1
2022-10-17,5,240,1
2022-10-18,5,240,1
2022-10-19,5,240,1
2022-10-20,5,240,1
2022-10-21,5,240,1
2022-10-22,5,240,1
2022-10-23,5,240,1
2022-10-24,5,240,1
2022-10-25,5,240,1
2022-10-26,5,239,1
2022-10-27,5,240,1
2022-10-28,5,238,1
2022-10-29,5,240,1
2022-10-30,5,240,1
2022-10-31,5,239,1
2022-11-01,5,239,1
2022-11-02,5,239,1
2022-11-03,5,33,0
2022-11-04,5,0,0
2022-11-05,5,0,0
2022-11-06,5,0,0
2022-11-07,5,0,0
2022-11-08,5,0,0
2022-11-09,5,0,0
2022-11-10,5,0,0
2022-11-11,5,0,0
2022-11-12,5,0,0
2022-11-13,5,0,0
2022-11-14,5,0,0
2022-11-15,5,0,0
2022-11-16,5,0,0
2022-11-17,5,0,0
2022-11-18,5,0,0
2022-11-19,5,0,0
2022-11-20,5,0,0
2022-11-21,5,0,0
2022-11-22,5,0,0
2022-11-23,5,0,0
2022-11-24,5,0,0
2022-11-25,5,0,0
2022-11-26,5,0,0
2022-11-27,5,0,0
2022-11-28,5,0,0
2022-11-29,5,0,0
2022-11-30,5,0,0
2022-12-01,5,0,0
2022-12-02,5,0,0
2022-12-03,5,0,0
2022-12-04,5,0,0
2022-12-05,5,0,0
2022-12-06,5,0,0
2022-12-07,5,0,0
2022-12-08,5,0,0
2022-12-09,5,0,0
2022-12-10,5,0,0
2022-12-11,5,0,0
2022-12-12,5,0,0
2022-12-13,5,0,0
2022-12-14,5,0,0
2022-12-15,5,0,0
2022-12-16,5,0,0
2022-12-17,5,0,0
2022-12-18,5,0,0
2022-12-19,5,0,0
2022-12-20,5,0,0
2022-12-21,5,0,0
2022-12-22,5,0,0
2022-12-23,5,0,0
2022-12-24,5,0,0
2022-12-25,5,0,0
2022-12-26,5,0,0
2022-12-27,5,0,0
2022-12-28,5,0,0
2022-12-29,5,0,0
2022-12-30,5,0,0
2022-12-31,5,0,0
2023-01-01,5,0,0
2023-01-02,5,0,0
2023-01-03,5,0,0
2023-01-04,5,0,0
2023-01-05,5,0,0
2023-01-06,5,0,0
2023-01-07,5,0,0
2023-01-08,5,0,0
2023-01-09,5,0,0
2023-01-10,5,0,0
2023-01-11,5,0,0
2023-01-12,5,0,0
2023-01-13,5,0,0
2023-01-14,5,0,0
2023-01-15,5,0,0
2023-01-16,5,0,0
2023-01-17,5,0,0
2023-01-18,5,0,0
2023-01-19,5,0,0
2023-01-20,5,0,0
2023-01-21,5,0,0
2023-01-22,5,0,0
2023-01-23,5,0,0
2023-01-24,5,0,0
2023-01-25,5,0,0
2023-01-26,5,0,0
2023-01-27,5,0,0
2023-01-28,5,0,0
2023-01-29,5,0,0
2023-01-30,5,0,0
2023-01-31,5,0,0
2023-02-01,5,0,0
2023-02-02,5,0,0
2023-02-03,5,0,0
2023-02-04,5,0,0
2023-02-05,5,0,0
2023-02-06,5,0,0
2023-02-07,5,0,0
2023-02-08,5,0,0
2023-02-09,5,0,0
2023-02-10,5,0,0
2023-02-11,5,0,0
2023-02-12,5,0,0
2023-02-13,5,0,0
2023-02-14,5,0,0
2023-02-15,5,0,0
2023-02-16,5,0,0
2023-02-17,5,0,0
2023-02-18,5,0,0
2023-02-19,5,0,0
2023-02-20,5,0,0
2023-02-21,5,0,0
2023-02-22,5,0,0
2023-02-23,5,0,0
2023-02-24,5,0,0
2023-02-25,5,0,0
2023-02-26,5,0,0
2023-02-27,5,0,0
2023-02-28,5,0,0
2023-03-01,5,0,0
2023-03-02,5,0,0
2023-03-03,5,0,0
2023-03-04,5,0,0
2023-03-05,5,0,0
2023-03-06,5,0,0
2023-03-07,5,0,0
2023-03-08,5,0,0
2023-03-09,5,0,0
2023-03-10,5,0,0
2023-03-11,5,0,0
2023-03-12,5,0,0
2023-03-13,5,0,0
2023-03-14,5,0,0
2023-03-15,5,0,0
2023-03-16,5,0,0
2023-03-17,5,0,0
2023-03-18,5,0,0
2023-03-19,5,0,0
2023-03-20,5,0,0
2023-03-21,5,0,0
2023-03-22,5,0,0
2023-03-23,5,0,0
2023-03-24,5,0,0
2023-03-25,5,0,0
2023-03-26,5,0,0
2023-03-27,5,0,0
2023-03-28,5,0,0
2023-03-29,5,0,0
2023-03-30,5,0,0
2023-03-31,5,0,0
2023-04-01,5,0,0
2023-04-02,5,65,0
2023-04-03,5,0,0
2023-04-04,5,0,0
2023-04-05,5,0,0
2023-04-06,5,0,0
2023-04-07,5,0,0
2023-04-08,5,0,0
2023-04-09,5,0,0
2023-04-10,5,0,0
2023-04-11,5,0,0
2023-04-12,5,0,0
2023-04-13,5,0,0
2023-04-14,5,0,0
2023-04-15,5,0,0
2023-04-16,5,0,0
2023-04-17,5,0,0
2023-04-18,5,0,0
2023-04-19,5,0,0
2023-04-20,5,0,0
2023-04-21,5,0,0
2023-04-22,5,0,0
2023-04-23,5,0,0
2023-04-24,5,0,0
2023-04-25,5,0,0
2023-04-26,5,0,0
2023-04-27,5,0,0
2023-04-28,5,0,0
2023-04-29,5,0,0
2023-04-30,5,0,0
2023-05-01,5,0,0
2023-05-02,5,56,0
2023-05-03,5,240,1
2023-05-04,5,232,1
2023-05-05,5,171,0
2023-05-06,5,240,1
2023-05-07,5,240,1
2023-05-08,5,240,1
2023-05-09,5,240,1
2023-05-10,5,240,1
2023-05-11,5,240,1
2023-05-12,5,240,1
2023-05-13,5,240,1
2023-05-14,5,240,1
2023-05-15,5,240,1
2023-05-16,5,240,1
2023-05-17,5,240,1
2023-05-18,5,240,1
2023-05-19,5,240,1
2023-05-20,5,240,1
2023-05-21,5,240,1
2023-05-22,5,240,1
2023-05-23,5,240,1
2023-05-24,5,240,1
2023-05-25,5,240,1
2023-05-26,5,240,1
2023-05-27,5,240,1
2023-05-28,5,240,1
2023-05-29,5,239,1
2023-05-30,5,240,1
2023-05-31,5,240,1
2023-06-01,5,240,1
2023-06-02,5,240,1
2023-06-03,5,240,1
2023-06-04,5,240,1
2023-06-05,5,240,1
2023-06-06,5,240,1
2023-06-07,5,239,1
2023-06-08,5,240,1
2023-06-09,5,240,1
2023-06-10,5,208,0
2023-06-11,5,240,1
2023-06-12,5,239,1
2023-06-13,5,240,1
2023-06-14,5,240,1
2023-06-15,5,240,1
2023-06-15,5,142,0
2022-08-10,6,0,0
2022-08-11,6,0,0
2022-08-12,6,0,0
2022-08-13,6,0,0
2022-08-14,6,0,0
2022-08-15,6,0,0
2022-08-16,6,0,0
2022-08-17,6,0,0
2022-08-18,6,0,0
2022-08-19,6,0,0
2022-08-20,6,0,0
2022-08-21,6,0,0
2022-08-22,6,0,0
2022-08-23,6,0,0
2022-08-24,6,0,0
2022-08-25,6,23,0
2022-08-26,6,240,1
2022-08-27,6,240,1
2022-08-28,6,240,1
2022-08-29,6,240,1
2022-08-30,6,240,1
2022-08-31,6,236,1
2022-09-01,6,240,1
2022-09-02,6,240,1
2022-09-03,6,239,1
2022-09-04,6,240,1
2022-09-05,6,240,1
